HGNC ID	Approved Symbol	Previous Symbols	Synonyms	Chromosome	Gene Family Name	UniProt ID(supplied by UniProt)
HGNC:48374	RNU1-32P			2p16.1		
HGNC:48375	RNU1-33P			6q24.3		
HGNC:48376	RNU1-34P			6q14.1		
HGNC:48377	RNU1-35P			8q24.23		
HGNC:48378	RNU1-36P			4q22.1		
HGNC:48380	RNU1-38P			2p11.2		
HGNC:48381	RNU1-39P			5q35.3		
HGNC:48382	RNU1-40P			Yq11.23		
HGNC:48383	RNU1-41P			Yq11.222		
HGNC:48384	RNU1-42P			17q21.32		
HGNC:48385	RNU1-43P			3q13.11		
HGNC:48386	RNU1-44P			4q31.22		
HGNC:48387	RNU1-45P			4q34.3		
HGNC:48388	RNU1-46P			18q21.2		
HGNC:48389	RNU1-47P			14q32.2		
HGNC:48390	RNU1-48P			Yq11.222		
HGNC:48391	RNU1-49P			4p13		
HGNC:48393	RNU1-51P			4q35.2		
HGNC:48394	RNU1-52P			17q22		
HGNC:48396	RNU1-54P			6p21.2		
HGNC:48397	RNU1-55P			20p12.3		
HGNC:48398	RNU1-56P			Xq13.1		
HGNC:48399	RNU1-57P			Xq23		
HGNC:48400	RNU1-58P			7q34		
HGNC:48401	RNU1-59P			1q21.1		
HGNC:48403	RNU1-61P			6p21.32		
HGNC:48404	RNU1-62P			3p13		
HGNC:48405	RNU1-63P			4q13.2		
HGNC:48406	RNU1-64P			6p24.2		
HGNC:48407	RNU1-65P			10q23.1		
HGNC:48409	RNU1-67P			Xq24		
HGNC:48410	RNU1-68P			1q21.2		
HGNC:48412	RNU1-70P			3q26.2		
HGNC:48414	RNU1-72P			7q32.1		
HGNC:48415	RNU1-73P			5q15		
HGNC:48416	RNU1-74P			1q42.2		
HGNC:48417	RNU1-75P			1p12		
HGNC:48418	RNU1-76P			5p15.31		
HGNC:48419	RNU1-77P			15q25.2		
HGNC:48420	RNU1-78P			15q21.1		
HGNC:48421	RNU1-79P			HSCHR6_MHC_COXp21.32		
HGNC:48422	RNU1-80P			17q25.3		
HGNC:48424	RNU1-82P			7q34		
HGNC:48425	RNU1-83P			12q14.2		
HGNC:48426	RNU1-84P			11q13.2		
HGNC:48427	RNU1-85P			17q22		
HGNC:48428	RNU1-86P			Yq11.223		
HGNC:48429	RNU1-87P			6p21.2		
HGNC:48430	RNU1-88P			6p21.2		
HGNC:48431	RNU1-89P			4q28.3		
HGNC:48433	RNU1-91P			11p15.4		
HGNC:48434	RNU1-92P			1q21.2		
HGNC:48435	RNU1-93P			2q37.1		
HGNC:48436	RNU1-94P			20q11.21		
HGNC:48437	RNU1-95P			Yq11.222		
HGNC:48438	RNU1-96P			3p24.1		
HGNC:48439	RNU1-97P			Yq11.223		
HGNC:48440	RNU1-98P			21q21.1		
HGNC:48442	RNU1-100P			3q23		
HGNC:48443	RNU1-101P			8q13.3		
HGNC:48445	RNU1-103P			16q24.1		
HGNC:48446	RNU1-104P			12q24.32		
HGNC:48447	RNU1-105P			6p12.3		
HGNC:48448	RNU1-106P			8q24.21		
HGNC:48449	RNU1-107P			Yq11.23		
HGNC:48450	RNU1-108P			17q22		
HGNC:48451	RNU1-109P			18p11.32		
HGNC:48454	RNU1-112P			Xq13.2		
HGNC:48456	RNU1-114P			1q21.2		
HGNC:48457	RNU1-115P			Xq26.2		
HGNC:48458	RNU1-116P			HSCHR6_MHC_COXp21.32		
HGNC:48459	RNU1-117P			12q21.32		
HGNC:48461	RNU1-119P			15q21.1		
HGNC:48462	RNU1-120P			1q21.2		
HGNC:48464	RNU1-122P			1q21.2		
HGNC:48465	RNU1-123P			16q22.1		
HGNC:48466	RNU1-124P			8p11.21		
HGNC:48467	RNU1-125P			16p13.3		
HGNC:48470	RNU1-128P			Yq11.222		
HGNC:48471	RNU1-129P	RNU1-137P		1q21.2		
HGNC:48472	RNU1-130P			1p21.3		
HGNC:48473	RNU1-131P			20p12.1		
HGNC:48474	RNU1-132P			1q44		
HGNC:48475	RNU1-133P			2q33.1		
HGNC:48476	RNU1-134P			20q13.33		
HGNC:48478	RNU1-136P			6p12.1		
HGNC:48480	RNU1-138P			4q26		
HGNC:48481	RNU1-139P			21q21.1		
HGNC:48482	RNU1-140P			5q21.2		
HGNC:48483	RNU1-141P			1q41		
HGNC:48484	RNU1-142P			Xp21.3		
HGNC:48485	RNU1-143P			1q21.2		
HGNC:48488	RNU1-146P			12p12.3		
HGNC:48490	RNU1-148P			8p21.2		
HGNC:48491	RNU1-149P			12p12.1		
HGNC:48492	RNU1-150P			5p13.1		
HGNC:10142	RNU2-1		U2	17q12	Small nuclear RNAs	
HGNC:10152	RNU2-2P	RNU2B, RNU2-2	U2	11q12.3		
HGNC:10153	RNU2-3P	RNU2P1	U2	15q26.2		
HGNC:10154	RNU2-4P	RNU2P2	U2, U2/7	17q21.31		
HGNC:10155	RNU2-5P	RNU2P3	U2, u2.7	9q21.11		
HGNC:42506	RNU2-6P			13q14.13		
HGNC:42505	RNU2-7P			13q12.11		
HGNC:48501	RNU2-8P			6q22.31		
HGNC:48502	RNU2-9P			2q23.1		
HGNC:48503	RNU2-10P			3p14.2		
HGNC:48504	RNU2-11P			3q29		
HGNC:48505	RNU2-12P			1q25.2		
HGNC:48506	RNU2-13P			2p25.1		
HGNC:48507	RNU2-14P			14q23.3		
HGNC:48508	RNU2-15P			1p31.3		
HGNC:48509	RNU2-16P			4q21.1		
HGNC:48510	RNU2-17P			1q21.2		
HGNC:48511	RNU2-18P			10p13		
HGNC:48512	RNU2-19P			1q32.1		
HGNC:48513	RNU2-20P			3q26.2		
HGNC:48514	RNU2-21P			2q24.1		
HGNC:48515	RNU2-22P			2q37.1		
HGNC:48516	RNU2-23P			11q13.1		
HGNC:48517	RNU2-24P			10p12.1		
HGNC:48518	RNU2-25P			9p24.3		
HGNC:48519	RNU2-26P			Xq21.31		
HGNC:48520	RNU2-27P			18p11.22		
HGNC:48521	RNU2-28P			3p12.2		
HGNC:48522	RNU2-29P			7p12.1		
HGNC:48523	RNU2-30P			1p32.3		
HGNC:48524	RNU2-31P			3q25.33		
HGNC:48525	RNU2-32P			17q21.2		
HGNC:48526	RNU2-33P			14q32.2		
HGNC:48527	RNU2-34P			4q35.1		
HGNC:48528	RNU2-35P			11q24.2		
HGNC:48529	RNU2-36P			9q21.33		
HGNC:48530	RNU2-37P			3q21.3		
HGNC:48531	RNU2-38P			1q21.1		
HGNC:48532	RNU2-39P			2p13.2		
HGNC:48533	RNU2-40P			4q13.2		
HGNC:48534	RNU2-41P			2q14.1		
HGNC:48535	RNU2-42P			10q26.2		
HGNC:48536	RNU2-43P			10q24.32		
HGNC:48537	RNU2-44P			4q32.1		
HGNC:48538	RNU2-45P			6p22.1		
HGNC:48539	RNU2-46P			9q22.32		
HGNC:48540	RNU2-47P			9p23		
HGNC:48541	RNU2-48P			5q33.3		
HGNC:48542	RNU2-49P			5q22.3		
HGNC:48543	RNU2-50P			9p13.3		
HGNC:48544	RNU2-51P			14q24.2		
HGNC:48545	RNU2-52P			20q12		
HGNC:48546	RNU2-53P			15q21.3		
HGNC:48547	RNU2-54P			8q21.11		
HGNC:48548	RNU2-55P			21q21.2		
HGNC:48549	RNU2-56P			20p11.23		
HGNC:48550	RNU2-57P			Yp11.2		
HGNC:48551	RNU2-58P			17q22		
HGNC:48552	RNU2-59P			10q24.32		
HGNC:48553	RNU2-60P			11q23.1		
HGNC:48554	RNU2-61P			6q15		
HGNC:48555	RNU2-62P			6p22.1		
HGNC:48556	RNU2-63P			2p11.2		
HGNC:48557	RNU2-64P			3p13		
HGNC:48558	RNU2-65P			15q23		
HGNC:48559	RNU2-66P			4q32.1		
HGNC:48561	RNU2-68P			Xq13.1		
HGNC:48562	RNU2-69P			18q21.32		
HGNC:48563	RNU2-70P			1q42.3		
HGNC:48564	RNU2-71P			8q21.13		
HGNC:48565	RNU2-72P			10q21.2		
HGNC:10192	RNU4-1	RNU4B2, RNU4A	U4BL, U4	12q24.31	Small nuclear RNAs	
HGNC:10193	RNU4-2	RNU4C, RNU4-1B, RNU4B1	U4c, U4b, U4A	12q24.31	Small nuclear RNAs	
HGNC:10196	RNU4-3P	RNU4P3	U4, U4/4	18q12.2		
HGNC:10197	RNU4-4P	RNU4P4	U4, U4/5	3q26.31		
HGNC:10198	RNU4-5P	RNU4P5	U4, U4/6	10q25.1		
HGNC:10199	RNU4-6P	RNU4P6	U4, U4/8	Xp22.22		
HGNC:10194	RNU4-7P	RNU4P1	U4, U4/7	6q25.1		
HGNC:10195	RNU4-8P	RNU4P2	U4, U4/14	2q11.2		
HGNC:42507	RNU4-9P			13q12.11		
HGNC:42508	RNU4-10P			13q22.1		
HGNC:46947	RNU4-11P			5q14.3		
HGNC:46948	RNU4-12P			6q14.3		
HGNC:46949	RNU4-13P			17q23.1		
HGNC:46950	RNU4-14P			5q31.3		
HGNC:46951	RNU4-15P			9q21.32		
HGNC:46952	RNU4-16P			7q21.3		
HGNC:46953	RNU4-17P			18q21.32		
HGNC:46954	RNU4-18P			6q23.2		
HGNC:46956	RNU4-20P			12q14.1		
HGNC:46957	RNU4-21P			1q42.13		
HGNC:46958	RNU4-22P			14q31.3		
HGNC:46959	RNU4-23P			11q24.1		
HGNC:46960	RNU4-24P			12q23.1		
HGNC:46961	RNU4-25P			8q24.21		
HGNC:46962	RNU4-26P			9p21.3		
HGNC:46963	RNU4-27P			1p34.3		
HGNC:46964	RNU4-28P			1p36.13		
HGNC:46965	RNU4-29P			9q21.32		
HGNC:46966	RNU4-30P			16q22.1		
HGNC:46967	RNU4-31P			7q36.3		
HGNC:46968	RNU4-32P			12q24.11		
HGNC:46969	RNU4-33P			4q26		
HGNC:46970	RNU4-34P			17q11.2		
HGNC:46971	RNU4-35P			6q22.31		
HGNC:46972	RNU4-36P			16q22.1		
HGNC:46973	RNU4-37P			8q23.3		
HGNC:46974	RNU4-38P			3q26.2		
HGNC:46975	RNU4-39P			11q13.2		
HGNC:46976	RNU4-40P			20q11.23		
HGNC:46977	RNU4-41P			12q23.1		
HGNC:46978	RNU4-42P			1q23.2		
HGNC:46979	RNU4-43P			5p14.1		
HGNC:46980	RNU4-44P			Xq26.3		
HGNC:46981	RNU4-45P			21q21.1		
HGNC:46982	RNU4-46P			16p12.3		
HGNC:46983	RNU4-47P			17q25.2		
HGNC:46984	RNU4-48P			2q14.3		
HGNC:46985	RNU4-49P			2p16.3		
HGNC:46986	RNU4-50P			8q12.1		
HGNC:46987	RNU4-51P			2p16.1		
HGNC:46988	RNU4-52P			Xp11.23		
HGNC:46989	RNU4-53P			9p13.3		
HGNC:46990	RNU4-54P			12p11.22		
HGNC:46991	RNU4-55P			11q22.3		
HGNC:46992	RNU4-56P			3p22.1		
HGNC:46993	RNU4-57P			1q41		
HGNC:46994	RNU4-58P			16q21		
HGNC:46995	RNU4-59P			1p22.1		
HGNC:46996	RNU4-60P			19q13.2		
HGNC:46997	RNU4-61P			1p33		
HGNC:46998	RNU4-62P			3q13.33		
HGNC:46999	RNU4-63P			2p21		
HGNC:47000	RNU4-64P			4q35.1		
HGNC:47001	RNU4-65P			12q15		
HGNC:47002	RNU4-66P			6q13		
HGNC:47003	RNU4-67P			12p12.1		
HGNC:47004	RNU4-68P			14q32.33		
HGNC:47005	RNU4-69P			5q23.1		
HGNC:47006	RNU4-70P			6q16.1		
HGNC:47007	RNU4-71P			8p21.2		
HGNC:47008	RNU4-72P			6q14.3		
HGNC:47009	RNU4-73P			2p25.1		
HGNC:47010	RNU4-74P			7q34		
HGNC:47011	RNU4-75P			1p21.2		
HGNC:47012	RNU4-76P			6q22.31		
HGNC:47013	RNU4-77P			1q42.2		
HGNC:47014	RNU4-78P			3p22.1		
HGNC:47015	RNU4-79P			4q32.1		
HGNC:47016	RNU4-80P			15q22.2		
HGNC:47017	RNU4-81P			Xq13.1		
HGNC:47018	RNU4-82P			9q33.3		
HGNC:47019	RNU4-83P			8q22.3		
HGNC:47020	RNU4-84P			2q11.2		
HGNC:47021	RNU4-85P			3p24.3		
HGNC:47022	RNU4-86P			11q24.2		
HGNC:47023	RNU4-87P			4q32.3		
HGNC:47024	RNU4-88P			1p31.3		
HGNC:47025	RNU4-89P			3q29		
HGNC:47026	RNU4-90P			5q14.3		
HGNC:47027	RNU4-91P			3q26.31		
HGNC:47028	RNU4-92P			14q31.3		
HGNC:34016	RNU4ATAC		RNU4ATAC1	2q14.2	Small nuclear RNAs	
HGNC:39003	RNU4ATAC2P			5q33.3		
HGNC:42575	RNU4ATAC3P			13q31.3		
HGNC:46890	RNU4ATAC4P			1p31.3		
HGNC:46891	RNU4ATAC5P			11q24.1		
HGNC:46892	RNU4ATAC6P			10p12.1		
HGNC:46893	RNU4ATAC7P			20q13.2		
HGNC:46894	RNU4ATAC8P			1p31.1		
HGNC:46895	RNU4ATAC9P			4q13.3		
HGNC:46896	RNU4ATAC10P			11q24.1		
HGNC:46897	RNU4ATAC11P			9p13.3		
HGNC:46898	RNU4ATAC12P			12q24.33		
HGNC:46899	RNU4ATAC13P			5q22.2		
HGNC:46900	RNU4ATAC14P			14q24.3		
HGNC:46901	RNU4ATAC15P			9p21.1		
HGNC:46902	RNU4ATAC16P			12p13.33		
HGNC:46903	RNU4ATAC17P			3p26.1		
HGNC:46904	RNU4ATAC18P			6q25.3		
HGNC:10211	RNU5A-1	RNU5C, RNU5A	U5A, U5B1	15q22.31	Small nuclear RNAs	
HGNC:42515	RNU5A-2P			4q21.21		
HGNC:42519	RNU5A-3P			8p12		
HGNC:42521	RNU5A-4P			13q13.2		
HGNC:42525	RNU5A-5P			1q42.2		
HGNC:42527	RNU5A-6P			18q11.2		
HGNC:42529	RNU5A-7P			12q14.2		
HGNC:42530	RNU5A-8P			1q32.2		
HGNC:10212	RNU5B-1	RNU5B	U5B1	15q22	Small nuclear RNAs	
HGNC:34182	RNU5B-2P			3p22.1		
HGNC:34183	RNU5B-3P			3p21.31		
HGNC:34184	RNU5B-4P			5q31.2		
HGNC:34185	RNU5B-5P			9q33.3		
HGNC:34186	RNU5B-6P			10q25.1		
HGNC:10214	RNU5D-1	RNU5D	U5DS, U5DL	1p34.1	Small nuclear RNAs	
HGNC:42534	RNU5D-2P			9q34.13		
HGNC:10215	RNU5E-1	RNU5E	U5E	1p36.22	Small nuclear RNAs	
HGNC:42511	RNU5E-2P			1q42.3		
HGNC:42512	RNU5E-3P			4p11		
HGNC:42513	RNU5E-4P			1p36.22		
HGNC:42520	RNU5E-5P			12q23.2		
HGNC:42522	RNU5E-6P			1p34.1		
HGNC:42526	RNU5E-7P			2p24.3		
HGNC:42528	RNU5E-8P			3q13.31		
HGNC:42532	RNU5E-9P			2q31.2		
HGNC:42533	RNU5E-10P			11p11.2		
HGNC:10216	RNU5F-1	RNU5F		1p34.1	Small nuclear RNAs	
HGNC:42510	RNU5F-2P			1q25.2		
HGNC:42514	RNU5F-3P			18p11.31		
HGNC:42516	RNU5F-4P			12p11.21		
HGNC:42518	RNU5F-5P			22q12.2		
HGNC:42523	RNU5F-6P			1q23.3		
HGNC:42524	RNU5F-7P			Xp22.2		
HGNC:42531	RNU5F-8P			1q43		
HGNC:10227	RNU6-1	RNU6A	U6, U6-1	15q23	Small nuclear RNAs	
HGNC:34270	RNU6-2		U6-2	19p13.3	Small nuclear RNAs	
HGNC:34275	RNU6-3P	RNU6-3	U6-3	Xq27.1		
HGNC:34253	RNU6-4P	RNU6-4	U6-4	3q26.33		
HGNC:34249	RNU6-5P	RNU6-5	U6-5	2q31.1		
HGNC:10228	RNU6-6P	RNU6B, RNU6-6	U6-6	10p13		
HGNC:34284	RNU6-7		U6-7	14q12	Small nuclear RNAs	
HGNC:34285	RNU6-8		U6-8	14q12	Small nuclear RNAs	
HGNC:34269	RNU6-9		U6-9	19p13.3	Small nuclear RNAs	
HGNC:34254	RNU6-10P	RNU6-10		7q21.2		
HGNC:34255	RNU6-11P	RNU6-11		7q31.32		
HGNC:34256	RNU6-12P	RNU6-12		8q24.12		
HGNC:34257	RNU6-13P	RNU6-13		8q12.1		
HGNC:34258	RNU6-14P	RNU6-14		9p22.3		
HGNC:34259	RNU6-15P	RNU6-15		10p12.31		
HGNC:34260	RNU6-16P	RNU6-16		11q14.3		
HGNC:34261	RNU6-17P	RNU6-17		15q13.2		
HGNC:34262	RNU6-18P	RNU6-18		15q13.3		
HGNC:34263	RNU6-19P	RNU6-19		15q22.31		
HGNC:34264	RNU6-20P	RNU6-20		16q21		
HGNC:34265	RNU6-21P	RNU6-21		16q21		
HGNC:34266	RNU6-22P	RNU6-22		16q22.1		
HGNC:34267	RNU6-23P	RNU6-23		16q22.1		
HGNC:34268	RNU6-24P	RNU6-24		17q25.1		
HGNC:34251	RNU6-25P	RNU6-25		3q29		
HGNC:34252	RNU6-26P	RNU6-26		3q12.1		
HGNC:34271	RNU6-27P	RNU6-27		20p12.1		
HGNC:34272	RNU6-28P	RNU6-28		22q12.2		
HGNC:34273	RNU6-29P	RNU6-29		Xp11.23		
HGNC:34274	RNU6-30P	RNU6-30		Xq22.1		
HGNC:34250	RNU6-31P	RNU6-31		2q33.1		
HGNC:34276	RNU6-32P	RNU6-32		4p14		
HGNC:34277	RNU6-33P	RNU6-33		4q22.1		
HGNC:34278	RNU6-34P	RNU6-34		4q22.3		
HGNC:34279	RNU6-35P	RNU6-35		4q25		
HGNC:34280	RNU6-36P	RNU6-36		12q23.1		
HGNC:34281	RNU6-37P	RNU6-37		1p36.22		
HGNC:34282	RNU6-38P	RNU6-38		13q22.2		
HGNC:34283	RNU6-39P	RNU6-39		18q22.1		
HGNC:34248	RNU6-40P	RNU6-40		1p35.2		
HGNC:34247	RNU6-41P	RNU6-41		1q25.3		
HGNC:34286	RNU6-42P	RNU6-42		3q29		
HGNC:34287	RNU6-43P	RNU6-43		10q24.32		
HGNC:34288	RNU6-44P	RNU6-44		11q23.1		
HGNC:34289	RNU6-45P	RNU6-45		11q13.1		
HGNC:34290	RNU6-46P	RNU6-46		11q13.2		
HGNC:34291	RNU6-47P	RNU6-47		5q21.3		
HGNC:34292	RNU6-48P	RNU6-48		1p36.11		
HGNC:34293	RNU6-49P	RNU6-49		Xp11.4		
HGNC:10229	RNU6-50P	RNU6P1, RNU6-50	U6	Xp11.3		
HGNC:42542	RNU6-52P	RNU6-52		13q12.11		
HGNC:42543	RNU6-53P	RNU6-53		13q12.3		
HGNC:42544	RNU6-54P	RNU6-54		13q21.33		
HGNC:42545	RNU6-55P	RNU6-55		13q11		
HGNC:42546	RNU6-56P	RNU6-56		13q13.3		
HGNC:42547	RNU6-57P	RNU6-57		13q14.11		
HGNC:42548	RNU6-58P	RNU6-58		13q12.12		
HGNC:42549	RNU6-59P	RNU6-59		13q12.11		
HGNC:42550	RNU6-60P	RNU6-60		13q14.2		
HGNC:42551	RNU6-61P	RNU6-61		13q31.1		
HGNC:42552	RNU6-62P	RNU6-62		13q32.1		
HGNC:42553	RNU6-63P	RNU6-63		13q12.2		
HGNC:42554	RNU6-64P	RNU6-64		13q12.3		
HGNC:42555	RNU6-65P	RNU6-65		13q14.3		
HGNC:42556	RNU6-66P	RNU6-66		13q22.1		
HGNC:42557	RNU6-67P	RNU6-67		13q31.1		
HGNC:42558	RNU6-68P	RNU6-68		13q14.13		
HGNC:42559	RNU6-69P	RNU6-69		13q14.12		
HGNC:42560	RNU6-70P	RNU6-70		13q12.2		
HGNC:42561	RNU6-71P	RNU6-71		13q13.3		
HGNC:42562	RNU6-72P	RNU6-72		13q31.1		
HGNC:42563	RNU6-73P	RNU6-73		13q12.2		
HGNC:42564	RNU6-74P	RNU6-74		13q14.11		
HGNC:42565	RNU6-75P	RNU6-75		13q31.3		
HGNC:42566	RNU6-76P	RNU6-76, RNU6-1002P		13q11		
HGNC:42567	RNU6-77P	RNU6-77		13q31.1		
HGNC:42568	RNU6-78P	RNU6-78		13q12.13		
HGNC:42569	RNU6-79P	RNU6-79		13q22.1		
HGNC:42570	RNU6-80P	RNU6-80		13q21.33		
HGNC:42571	RNU6-81P	RNU6-81		13q21.31		
HGNC:42572	RNU6-82P	RNU6-82		13q12.2		
HGNC:42573	RNU6-83P	RNU6-83		13q32.3		
HGNC:47047	RNU6-84P			6q14.1		
HGNC:47048	RNU6-85P			7q34		
HGNC:47049	RNU6-86P			9q22.1		
HGNC:47050	RNU6-87P			12q13.12		
HGNC:47051	RNU6-88P			10p14		
HGNC:47052	RNU6-89P			1q32.1		
HGNC:47053	RNU6-90P			15q21.2		
HGNC:47054	RNU6-91P			14q32.2		
HGNC:47055	RNU6-92P			7q33		
HGNC:47057	RNU6-94P			15q21.2		
HGNC:47058	RNU6-95P			4q13.2		
HGNC:47060	RNU6-97P			17q25.1		
HGNC:47061	RNU6-98P			Xq26.2		
HGNC:47062	RNU6-99P			11p12		
HGNC:47063	RNU6-100P			2p14		
HGNC:47064	RNU6-101P			12q23.2		
HGNC:47065	RNU6-102P			7q31.33		
HGNC:47066	RNU6-103P			16q21		
HGNC:47067	RNU6-104P			8p11.1		
HGNC:47068	RNU6-105P			2p13.2		
HGNC:47069	RNU6-106P			1q22		
HGNC:47070	RNU6-107P			2q37.1		
HGNC:47071	RNU6-108P			3p14.3		
HGNC:47072	RNU6-109P			Yq11.221		
HGNC:47073	RNU6-110P			1p36.11		
HGNC:47074	RNU6-111P			2p13.1		
HGNC:47075	RNU6-112P			4q22.1		
HGNC:47076	RNU6-113P			21q21.1		
HGNC:47077	RNU6-114P			Xp22.33		
HGNC:47078	RNU6-115P			20p12.1		
HGNC:47079	RNU6-116P			18q21.33		
HGNC:47080	RNU6-117P			6q21		
HGNC:47081	RNU6-118P			11q12.3		
HGNC:47082	RNU6-119P			4q26		
HGNC:47083	RNU6-120P			18q11.1		
HGNC:47084	RNU6-121P			1q21.3		
HGNC:47085	RNU6-122P			Xq25		
HGNC:47086	RNU6-123P			21q21.3		
HGNC:47088	RNU6-125P			1p22.2		
HGNC:47089	RNU6-126P			11q14.1		
HGNC:47090	RNU6-127P			2q21.1		
HGNC:47091	RNU6-128P			4q32.1		
HGNC:47092	RNU6-129P			10q23.1		
HGNC:47093	RNU6-130P			6q14.1		
HGNC:47094	RNU6-131P			17q21.31		
HGNC:47095	RNU6-132P			15q26.1		
HGNC:47096	RNU6-133P			Xp22.12		
HGNC:47098	RNU6-135P			1p36.12		
HGNC:47099	RNU6-136P			2q35		
HGNC:47100	RNU6-137P			2p21		
HGNC:47101	RNU6-138P			3p24.3		
HGNC:47102	RNU6-139P			3p14.2		
HGNC:47103	RNU6-140P			19q13.2		
HGNC:47104	RNU6-141P			6p22.3		
HGNC:47105	RNU6-142P			18q21.33		
HGNC:47106	RNU6-143P			3q21.2		
HGNC:47107	RNU6-144P			8q24.23		
HGNC:47108	RNU6-145P			4q21.1		
HGNC:47109	RNU6-146P			Xp22.33		
HGNC:47110	RNU6-147P			20q13.13		
HGNC:47111	RNU6-148P			12q21.33		
HGNC:47113	RNU6-150P			6p22.3		
HGNC:47114	RNU6-151P			1p13.2		
HGNC:47115	RNU6-152P			1q25.3		
HGNC:47116	RNU6-153P			6q27		
HGNC:47117	RNU6-154P			Xq23		
HGNC:47118	RNU6-155P			6q14.1		
HGNC:47119	RNU6-156P			9q13		
HGNC:47120	RNU6-157P			1q24.3		
HGNC:47121	RNU6-158P			4p11		
HGNC:47122	RNU6-159P			16p12.1		
HGNC:47123	RNU6-160P			1q21.3		
HGNC:47124	RNU6-161P			1p31.1		
HGNC:47125	RNU6-162P			7q35		
HGNC:47126	RNU6-163P			10p15.1		
HGNC:47127	RNU6-164P			5q34		
HGNC:47128	RNU6-165P			19q13.42		
HGNC:47129	RNU6-166P			12q14.3		
HGNC:47130	RNU6-167P			18q12.1		
HGNC:47131	RNU6-168P			5q34		
HGNC:47132	RNU6-169P			2q32.3		
HGNC:47133	RNU6-170P			18p11.21		
HGNC:47134	RNU6-171P			1q23.3		
HGNC:47135	RNU6-172P			12q23.2		
HGNC:47136	RNU6-173P			4q35.2		
HGNC:47137	RNU6-174P			12p13.32		
HGNC:47138	RNU6-175P			2q21.2		
HGNC:47139	RNU6-176P			1p35.3		
HGNC:47140	RNU6-177P			7q32.1		
HGNC:47141	RNU6-178P			8p21.1		
HGNC:47142	RNU6-179P			1q21.3		
HGNC:47143	RNU6-180P			1q42.13		
HGNC:47144	RNU6-181P			15q26.3		
HGNC:47145	RNU6-182P			2q31.1		
HGNC:47146	RNU6-183P			5q14.1		
HGNC:47147	RNU6-184P			Yq11.221		
HGNC:47148	RNU6-185P			15q25.3		
HGNC:47150	RNU6-187P			2q31.1		
HGNC:47151	RNU6-188P			15q15.1		
HGNC:47152	RNU6-189P			14q21.3		
HGNC:47153	RNU6-190P			6p22.3		
HGNC:47154	RNU6-191P			4q13.1		
HGNC:47155	RNU6-192P			20p12.1		
HGNC:47156	RNU6-193P			10p11.21		
HGNC:47157	RNU6-194P			6q22.31		
HGNC:47158	RNU6-195P			19q13.2		
HGNC:47159	RNU6-196P			16p12.2		
HGNC:47160	RNU6-197P			4q12		
HGNC:47161	RNU6-198P			2p22.1		
HGNC:47162	RNU6-199P			12q13.13		
HGNC:47163	RNU6-200P			6q22.32		
HGNC:47164	RNU6-201P			22q12.3		
HGNC:47165	RNU6-202P			Xp11.4		
HGNC:47166	RNU6-203P			Xq26.2		
HGNC:47167	RNU6-204P			4p16.3		
HGNC:47168	RNU6-205P			4q25		
HGNC:47169	RNU6-206P			7q34		
HGNC:47170	RNU6-207P			Xq22.3		
HGNC:47171	RNU6-208P			16q22.2		
HGNC:47172	RNU6-209P			5q34		
HGNC:47173	RNU6-210P			1p22.1		
HGNC:47174	RNU6-211P			5q14.1		
HGNC:47175	RNU6-212P			15q22.2		
HGNC:47176	RNU6-213P	RNU6-1033P		16p13.11		
HGNC:47177	RNU6-214P			6q22.31		
HGNC:47178	RNU6-215P			7p22.1		
HGNC:47179	RNU6-216P			11q13.4		
HGNC:47180	RNU6-217P			3p12.3		
HGNC:47181	RNU6-218P			7p22.1		
HGNC:47182	RNU6-219P			18q21.32		
HGNC:47183	RNU6-220P			8q24.3		
HGNC:47184	RNU6-221P			2p16.1		
HGNC:47185	RNU6-222P			19q13.42		
HGNC:47186	RNU6-223P			7q33		
HGNC:47187	RNU6-224P			4q28.3		
HGNC:47188	RNU6-225P			22q11.21		
HGNC:47189	RNU6-226P			5q35.2		
HGNC:47190	RNU6-227P			17q25.1		
HGNC:47191	RNU6-228P			20p12.1		
HGNC:47192	RNU6-229P			7q11.22		
HGNC:47193	RNU6-230P			3q21.2		
HGNC:47194	RNU6-231P			15q25.3		
HGNC:47195	RNU6-232P			3q21.2		
HGNC:47196	RNU6-233P			17q12		
HGNC:47197	RNU6-234P			2q37.3		
HGNC:47198	RNU6-235P			3p22.2		
HGNC:47199	RNU6-236P			5q31.2		
HGNC:47200	RNU6-237P			16q23.1		
HGNC:47201	RNU6-238P			12q13.12		
HGNC:47202	RNU6-239P			1q21.3		
HGNC:47203	RNU6-240P			14q24.3		
HGNC:47204	RNU6-241P			7p12.3		
HGNC:47205	RNU6-242P			2p21		
HGNC:47206	RNU6-243P			3p22.3		
HGNC:47207	RNU6-244P			14q32.31		
HGNC:47208	RNU6-245P			Xq12		
HGNC:47209	RNU6-246P			9p22.3		
HGNC:47210	RNU6-247P			12q22		
HGNC:47211	RNU6-248P			6q14.1		
HGNC:47212	RNU6-249P			12q12		
HGNC:47213	RNU6-250P			6p21.2		
HGNC:47214	RNU6-251P			12p12.3		
HGNC:47215	RNU6-252P			14q11.2		
HGNC:47216	RNU6-253P			6q22.1		
HGNC:47217	RNU6-254P			12p12.3		
HGNC:47218	RNU6-255P			Yq11.222		
HGNC:47219	RNU6-256P			11q24.1		
HGNC:47220	RNU6-257P			16q12.1		
